gene_symbol,Ints7
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.5248926
parameter_name,Lean mass
parameter_id,JAXLA_DXA_003_001
analysis_id,03u8w471v144729
gene_accession_id,MGI:1924315
