parameter_id,MGP_CSD_064_001
parameter_name,Head morphology
mouse_life_stage,Early adult
pvalue,0.9746239
analysis_id,1k1z607t1u8ctd9
mouse_strain,C57BL
gene_accession_id,MGI:2444114
gene_symbol,Zcchc2
