gene_symbol,Tatdn3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Percent time in dark
gene_accession_id,MGI:1916222
analysis_id,3jy71468542s7z6
parameter_id,JAX_LDT_008_001
pvalue,0.4455377
