gene_symbol,Wars2
parameter_name,Joints
pvalue,0.3928973
analysis_id,7y57424x963tq51
mouse_life_stage,E12.5
parameter_id,IMPC_XRY_027_001
gene_accession_id,MGI:1917810
mouse_strain,C57BL
