parameter_id,IMPC_ECH_001_001
analysis_id,x171164807gm930
mouse_strain,C57BL
gene_accession_id,MGI:1921262
mouse_life_stage,Early adult
pvalue,0.997807
gene_symbol,Rap2b
parameter_name,End-Systolic Diameter
