mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,bvqh9da1y016i5b
gene_symbol,Dmap1
pvalue,0.05272618
parameter_id,IMPC_CSD_079_001
parameter_name,Aggression
gene_accession_id,MGI:1913483
