gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
parameter_name,HDL-cholesterol
mouse_life_stage,Late adult
pvalue,0.708772
parameter_id,HMGULA_CBC_016_001
mouse_strain,C57BL
analysis_id,7lx2w8op15kxg6f
