pvalue,0.4917087
analysis_id,pfsyrv7bq5ngv15
gene_accession_id,MGI:3026886
parameter_name,CD11b-high cDC - % of CD45+
gene_symbol,Cdin1
mouse_life_stage,E9.5
parameter_id,MGP_IMM_129_001
mouse_strain,C57BL
