parameter_id,MGP_MLN_005_001
analysis_id,a4t7c57em6w3oo9
gene_accession_id,MGI:2443129
pvalue,0.2307629
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Golm2
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
