gene_symbol,Zyg11b
analysis_id,6283zv769tb9i4o
mouse_strain,C57BL
parameter_name,Tremor
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:2685277
pvalue,0.707057
mouse_life_stage,Early adult
