parameter_id,IMPC_OFD_020_001
mouse_strain,C57BL
gene_symbol,Bach2
pvalue,0.7242679
gene_accession_id,MGI:894679
parameter_name,Distance travelled - total
analysis_id,v626h7k837gj92n
mouse_life_stage,Early adult
