parameter_name,Periphery resting time
mouse_strain,C57BL
parameter_id,IMPC_OFD_011_001
gene_accession_id,MGI:1922745
pvalue,0.729911
mouse_life_stage,Early adult
analysis_id,dj2gg6be325p16k
gene_symbol,Morn5
