gene_symbol,Gja10
parameter_id,ESLIM_007_001_009
mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
analysis_id,de5dcfsil8xukkt
pvalue,0.8871729
parameter_name,Periphery average speed
mouse_strain,C57BL
