gene_symbol,Dcaf10
gene_accession_id,MGI:2140179
mouse_life_stage,Early adult
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
mouse_strain,C57BL
parameter_id,IMPC_FEA_107_001
analysis_id,3tt1l558qe7jrjq
pvalue,0.8317957
