gene_symbol,Dmap1
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.2199914
parameter_id,IMPC_CAL_008_001
analysis_id,3s22nbp8t3z8333
gene_accession_id,MGI:1913483
parameter_name,Total food intake
