gene_symbol,Mecom
parameter_name,CD11b-low cDC - % of CD45+
analysis_id,6mzx1j8rnxs06l8
mouse_life_stage,E12.5
parameter_id,MGP_IMM_130_001
gene_accession_id,MGI:95457
mouse_strain,C57BL
pvalue,1.461465
