pvalue,0.5517167
parameter_id,MGP_IMM_016_001
analysis_id,f82w276j9yb2c46
gene_symbol,Fgb
mouse_strain,C57BL
parameter_name,Naive CD8+ T cells - % of CD8+
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
