parameter_id,IMPC_HEM_037_001
gene_accession_id,MGI:1345282
mouse_strain,C57BL
pvalue,0.1292366
analysis_id,k99slq1q4059l87
gene_symbol,Slc30a4
parameter_name,Basophil cell count
mouse_life_stage,Early adult
