gene_symbol,Tiprl
analysis_id,qh8711apw7qed66
parameter_id,HMGULA_DYS_024_001
gene_accession_id,MGI:1915087
pvalue,0.2587653
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Vibrissae - appearance
