parameter_id,IMPC_ABR_002_001
gene_symbol,Hspa5
pvalue,0.4956994
parameter_name,Click-evoked ABR threshold
analysis_id,5p9cj35s0dbavfa
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:95835
