gene_symbol,Sgip1
mouse_life_stage,Early adult
parameter_name,Mean right eye lens density
analysis_id,zm88ajsc30egz5c
pvalue,3.296693e-05
parameter_id,IMPC_EYE_059_001
gene_accession_id,MGI:1920344
mouse_strain,C57BL
