parameter_id,MGP_PBI_004_001
parameter_name,CD8+ alpha beta T cell percentage
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ufc1
pvalue,0.5060775
gene_accession_id,MGI:1913405
analysis_id,9o44u41v6676h46
