gene_symbol,AU040320
mouse_strain,C57BL
pvalue,0.5801321
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
parameter_id,HMGULA_CBC_003_001
analysis_id,6e8408g95g2c205
parameter_name,Chloride
