gene_symbol,Bmi1
parameter_name,CD8 CD44-CD62L+ T cells
pvalue,0.9621773
mouse_strain,C57BL
analysis_id,tf8w85e72644x57
gene_accession_id,MGI:88174
mouse_life_stage,E12.5
parameter_id,IMPC_IMM_034_001
