gene_symbol,Ahcy
parameter_name,Neutrophil cell count
gene_accession_id,MGI:87968
parameter_id,IMPC_HEM_030_001
mouse_strain,C57BL
pvalue,0.7782212
analysis_id,h5hq28mg605515p
mouse_life_stage,E12.5
