gene_symbol,Bcs1l
mouse_life_stage,E9.5
pvalue,0.7159756
analysis_id,467q1t20qxd793k
parameter_id,JAXLA_CSD_077_001
mouse_strain,C57BL
gene_accession_id,MGI:1914071
parameter_name,Contact righting
