parameter_id,IMPC_OFD_011_001
analysis_id,z52z67gw56uq74t
parameter_name,Periphery resting time
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
gene_symbol,Frmpd1
pvalue,0.3226481
mouse_strain,C57BL
