parameter_name,Center average speed
gene_symbol,Cdin1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.6880054
gene_accession_id,MGI:3026886
parameter_id,HRWLLA_OFD_017_001
analysis_id,a3t2k16v2du78g1
