gene_symbol,Nanp
mouse_strain,C57BL
pvalue,0.9154319
mouse_life_stage,Early adult
parameter_id,CCP_LFO_001_001
gene_accession_id,MGI:1914561
parameter_name,Weight
analysis_id,793gxk8t3wn105v
