mouse_strain,129SV
gene_symbol,Arpc2
parameter_id,IMPC_ECG_008_001
analysis_id,1hfmf92737u338c
parameter_name,ST
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
pvalue,0.07111954
