mouse_strain,129SV
parameter_name,Periphery permanence time
mouse_life_stage,Early adult
pvalue,0.4354086
analysis_id,5tm4i93em06ppwe
gene_accession_id,MGI:1923959
gene_symbol,Arpc2
parameter_id,JAX_OFD_012_001
