mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
mouse_strain,C57BL
gene_symbol,Secisbp2l
parameter_name,Center distance travelled
parameter_id,JAX_OFD_014_001
analysis_id,2iz48006fb0jq1x
pvalue,0.1498481
