gene_symbol,Zmynd8
mouse_life_stage,Early adult
parameter_name,Startle response
parameter_id,IMPC_CSD_036_001
analysis_id,4rz98280p55j39u
pvalue,0.8264482
gene_accession_id,MGI:1918025
mouse_strain,129SV
