parameter_name,Creatinine
analysis_id,3otu55i26rr9r9v
parameter_id,HMGULA_CBC_005_001
pvalue,0.6759713
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Ap5s1
gene_accession_id,MGI:1916846
