parameter_name,Lean/Body weight
mouse_strain,C57BL
parameter_id,ESLIM_005_001_702
pvalue,0.6362084
analysis_id,3f40n65g6713401
gene_accession_id,MGI:2140475
gene_symbol,AU040320
mouse_life_stage,Late adult
