parameter_name,Whole arena average speed
mouse_life_stage,E9.5
gene_accession_id,MGI:97838
mouse_strain,C57BL
analysis_id,w2p7mc06p9up756
parameter_id,ESLIM_007_001_005
gene_symbol,Eprs1
pvalue,0.2176228
