parameter_id,MGP_CSD_067_001
analysis_id,0k99wss7w043bf7
mouse_strain,C57BL
gene_accession_id,MGI:108072
parameter_name,Snout size
mouse_life_stage,Early adult
pvalue,0.8250032
gene_symbol,Traf6
