gene_symbol,Cds2
mouse_strain,C57BL
pvalue,0.8119605
mouse_life_stage,Early adult
parameter_id,HRWLLA_CSD_008_001
gene_accession_id,MGI:1332236
analysis_id,4880126u4twmdcm
parameter_name,Coat - color pattern - back
