mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,84csxyrziw00i92
gene_accession_id,MGI:1914515
gene_symbol,Slc39a10
parameter_id,IMPC_CSD_078_001
pvalue,0.5973345
parameter_name,Vocalization
