gene_symbol,Bmi1
pvalue,0.472852
analysis_id,vk7970s42e458p9
mouse_strain,C57BL
parameter_id,HMGULA_HWT_008_001
parameter_name,Heart weight
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
