gene_symbol,Col11a1
parameter_id,IMPC_IMM_073_001
mouse_strain,C57BL
pvalue,0.1433727
parameter_name,cDCs CD11b Type
mouse_life_stage,Early adult
gene_accession_id,MGI:88446
analysis_id,0s02s057bvh3e1n
