gene_symbol,DCAF10
parameter_name,KLRG1+ gd T cells - % of CD45+
mouse_life_stage,Early adult
parameter_id,MGP_IMM_089_001
gene_accession_id,MGI:2140179
analysis_id,456575r4g07o85e
mouse_strain,C57BL
pvalue,0.8312336
