parameter_id,ESLIM_011_001_702
analysis_id,q8m3i173718618w
gene_accession_id,MGI:2135738
gene_symbol,Abo
parameter_name,Prepulse inhibition - PP2
mouse_life_stage,Early adult
pvalue,0.8992977
mouse_strain,C57BL
