gene_symbol,Sass6
parameter_name,Thyroxine
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,7t4b85511q04e6w
gene_accession_id,MGI:1920026
parameter_id,IMPC_CBC_053_001
pvalue,0.5875187
