parameter_id,IMPC_GEO_009_002
parameter_name,Hemorrhage
pvalue,0.0742235
gene_accession_id,MGI:2651854
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Atg4c
analysis_id,2w4kto5h3pm4k9c
