parameter_id,HMGULA_CBC_015_001
mouse_strain,C57BL
pvalue,0.4826237
gene_symbol,Hspa5
mouse_life_stage,E12.5
parameter_name,Total cholesterol
analysis_id,e6u0j337hedw096
gene_accession_id,MGI:95835
