parameter_id,JAXLA_OFD_020_001
parameter_name,Distance travelled - total
pvalue,0.5895653
gene_accession_id,MGI:1915678
mouse_life_stage,Early adult
gene_symbol,Steap3
mouse_strain,C57BL
analysis_id,4z944z605nh625h
