parameter_id,M-G-P_016_001_001
gene_symbol,Bcs1l
parameter_name,White blood cell-count
analysis_id,763wqo3t950q0l4
mouse_strain,C57BL
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
pvalue,0.5003956
