gene_symbol,Tatdn3
parameter_name,Periphery resting time
analysis_id,78c2mz8jx7t48j3
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_007
gene_accession_id,MGI:1916222
mouse_strain,C57BL
pvalue,0.4110464
