gene_symbol,Tnfsf8
parameter_name,Cue Baseline % Freezing Time
pvalue,0.4218381
mouse_strain,C57BL
parameter_id,HRWLLA_FEA_015_001
analysis_id,2198sd66wi11fs9
mouse_life_stage,Early adult
gene_accession_id,MGI:88328
