mouse_strain,C57BL
gene_accession_id,MGI:1915325
parameter_id,IMPC_FEA_003_001
mouse_life_stage,Early adult
parameter_name,Conditioning Baseline % Freezing Time
gene_symbol,Lurap1
analysis_id,52104oc2z20f0c2
pvalue,0.609654
