mouse_strain,C57BL
gene_accession_id,MGI:1888742
parameter_name,Follicular B cells - % of B2 cells
pvalue,0.9683882
parameter_id,MGP_IMM_048_001
analysis_id,muzryj65l42u6k1
mouse_life_stage,Early adult
gene_symbol,Extl1
