gene_symbol,Bmi1
parameter_id,IMPC_CSD_028_001
mouse_life_stage,Early adult
pvalue,0.8978125
mouse_strain,C57BL
gene_accession_id,MGI:88174
parameter_name,Snout size
analysis_id,7b4a5875084ks6q
