parameter_id,IMPC_GEO_064_001
gene_symbol,Trdmt1
parameter_name,Edema
analysis_id,u9v9j0k5l649wp4
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1274787
pvalue,0.9219076
