gene_symbol,Mapkap1
analysis_id,047hm65fcif9c70
mouse_strain,C57BL
parameter_id,MGP_IMM_129_001
pvalue,0.9823212
parameter_name,CD11b-high cDC - % of CD45+
gene_accession_id,MGI:2444554
mouse_life_stage,E15.5
