Parameter_id,IMPC_OFD_017_001
pvalue,0.3699112
parameter_name,Center average speed
analysis_id,942y88w6m26z24w
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Amigo1
gene_accession_id,MGI:2653612
