parameter_id,IMPC_OFD_021_001
analysis_id,og705a88hcplrzs
gene_accession_id,MGI:1914583
parameter_name,Number of rears - total
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4866898
gene_symbol,Stk35
