parameter_id,M-G-P_007_001_008
gene_accession_id,MGI:107414
mouse_strain,C57BL
analysis_id,41x3215oy21i0cd
mouse_life_stage,Early adult
parameter_name,Periphery - Permanence Time
pvalue,0.2306251
gene_symbol,Tnfsf10
