parameter_id,M-G-P_009_001_003
parameter_name,Body weight
gene_accession_id,MGI:3522699
analysis_id,zq0216h47246w59
gene_symbol,Trpa1
pvalue,0.7050268
mouse_strain,C57BL
mouse_life_stage,Early adult
