gene_symbol,Plcb1
parameter_name,KLRG1+ mature NK cell percentage
mouse_life_stage,Late adult
analysis_id,j50b05888pd7yr3
mouse_strain,C57BL
gene_accession_id,MGI:97613
pvalue,0.1821626
parameter_id,MGP_PBI_011_001
