parameter_id,ESLIM_005_001_005
analysis_id,51272i4744l285p
gene_accession_id,MGI:99501
pvalue,0.978974
gene_symbol,Fgb
mouse_life_stage,E12.5
parameter_name,Bone Mineral Content
mouse_strain,C57BL
