parameter_id,IMPC_ABR_012_001
analysis_id,07o6z18jkyz22n9
gene_accession_id,MGI:1914944
parameter_name,30kHz-evoked ABR Threshold
gene_symbol,Ift74
pvalue,0.5031654
mouse_life_stage,Early adult
mouse_strain,C57BL
