gene_symbol,Ubxn4
mouse_strain,C57BL
parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:1915062
mouse_life_stage,Late adult
pvalue,0.8668017
parameter_name,Periphery permanence time
analysis_id,hy2hy91w9jp45zj
