parameter_id,IMPC_ECH_008_001
mouse_life_stage,Early adult
gene_symbol,BPIFA3
gene_accession_id,MGI:1920638
pvalue,0.6872706
analysis_id,232z2a7ohxv288l
mouse_strain,129SV
parameter_name,LVIDd
